Ticker,Datetime,Open,High,Low,Close,AdjClose,Volume
AAPL,2022-06-01 09:30:00-04:00,149.89999389648438,151.74000549316406,149.02000427246094,149.15719604492188,149.15719604492188,22117918
AAPL,2022-06-01 10:30:00-04:00,149.13999938964844,149.99000549316406,148.19000244140625,148.67999267578125,148.67999267578125,10308786
AAPL,2022-06-01 11:30:00-04:00,148.6999969482422,148.77499389648438,147.67999267578125,148.05999755859375,148.05999755859375,7419539
AAPL,2022-06-01 12:30:00-04:00,148.05999755859375,148.8800048828125,147.89999389648438,148.3321990966797,148.3321990966797,5742671
AAPL,2022-06-01 13:30:00-04:00,148.35000610351562,149.79490661621094,148.00999450683594,149.58999633789062,149.58999633789062,6923034
AAPL,2022-06-01 14:30:00-04:00,149.60000610351562,149.8800048828125,148.81410217285156,149.66799926757812,149.66799926757812,8122426
AAPL,2022-06-01 15:30:00-04:00,149.6699981689453,149.99000549316406,148.52000427246094,148.6999969482422,148.6999969482422,7632870
AAPL,2022-06-02 09:30:00-04:00,147.8300018310547,149.02999877929688,146.86000061035156,147.41000366210938,147.41000366210938,19486157
AAPL,2022-06-02 10:30:00-04:00,147.41000366210938,149.32000732421875,147.33999633789062,148.92999267578125,148.92999267578125,9880807
AAPL,2022-06-02 11:30:00-04:00,148.94000244140625,150.5399932861328,148.52000427246094,150.5010986328125,150.5010986328125,9281221
AAPL,2022-06-02 12:30:00-04:00,150.5198974609375,150.69000244140625,149.9600067138672,150.17909240722656,150.17909240722656,6470210
AAPL,2022-06-02 13:30:00-04:00,150.17999267578125,150.8300018310547,150.02999877929688,150.52999877929688,150.52999877929688,5630269
AAPL,2022-06-02 14:30:00-04:00,150.52499389648438,150.6999969482422,150.05999755859375,150.3477020263672,150.3477020263672,6174453
AAPL,2022-06-02 15:30:00-04:00,150.33999633789062,151.27000427246094,150.3000030517578,151.22999572753906,151.22999572753906,8121310
AAPL,2022-06-03 09:30:00-04:00,146.89999389648438,147.97000122070312,145.83999633789062,146.34500122070312,146.34500122070312,26014662
